Date,Adj Close
2019-01-29,97.8696
2019-01-30,97.8155
2019-01-31,97.698
2019-02-01,97.6044
2019-02-04,98.1556
2019-02-05,98.3155
2019-02-06,97.8905
2019-02-07,97.917
2019-02-08,97.8483
2019-02-11,98.6177
2019-02-12,99.0381
2019-02-13,97.7355
2019-02-14,98.0121
2019-02-15,97.0104
2019-02-18,96.354
2019-02-19,95.704
2019-02-20,95.5517
2019-02-21,93.8338
2019-02-22,93.8434
2019-02-25,93.0072
2019-02-26,92.6333
2019-02-27,90.9845
2019-02-28,91.0358
2019-03-01,91.3616
2019-03-04,92.1388
2019-03-05,92.9226
2019-03-06,93.2498
2019-03-07,93.6193
2019-03-08,93.7017
2019-03-11,93.405
2019-03-12,94.2108
2019-03-13,91.9992
2019-03-14,91.3542
2019-03-15,94.0126
2019-03-18,92.713
2019-03-19,92.0167
2019-03-20,90.6998
2019-03-21,92.2386
2019-03-22,92.2302
2019-03-25,97.1364
2019-03-26,94.4476
2019-03-27,93.509
2019-03-28,90.4168
2019-03-29,89.1956
2019-04-01,88.2345
2019-04-02,88.6136
2019-04-03,88.0661
2019-04-04,87.0529
2019-04-05,85.962
2019-04-08,87.3574
2019-04-09,85.9038
2019-04-10,88.2397
2019-04-11,84.463
2019-04-12,84.5712
2019-04-15,84.1508
2019-04-16,84.219
2019-04-17,83.7322
2019-04-18,84.7396
2019-04-19,82.8976
2019-04-22,82.2791
2019-04-23,84.8607
2019-04-24,84.9793
2019-04-25,85.1924
2019-04-26,84.5859
2019-04-29,85.1627
2019-04-30,85.7115
2019-05-01,86.0644
2019-05-02,86.0884
2019-05-03,85.8202
2019-05-06,85.1686
2019-05-07,85.2321
2019-05-08,86.4343
2019-05-09,86.6353
2019-05-10,87.5635
2019-05-13,87.1725
2019-05-14,88.8676
2019-05-15,89.2309
2019-05-16,89.5611
2019-05-17,89.3567
2019-05-20,89.3115
2019-05-21,88.3283
2019-05-22,88.0238
2019-05-23,88.2419
2019-05-24,88.7842
2019-05-27,88.652
2019-05-28,88.7181
2019-05-29,88.352
2019-05-30,87.5157
2019-05-31,88.8663
2019-06-03,89.893
2019-06-04,92.0271
2019-06-05,93.3445
2019-06-06,92.0569
2019-06-07,91.8082
2019-06-10,92.2825
2019-06-11,91.9136
2019-06-12,90.6084
2019-06-13,89.4162
2019-06-14,89.6567
2019-06-17,91.4628
2019-06-18,92.3866
2019-06-19,93.9413
2019-06-20,93.9313
2019-06-21,94.6627
2019-06-24,94.2905
2019-06-25,94.095
2019-06-26,93.8532
2019-06-27,94.0173
2019-06-28,94.0538
2019-07-01,94.631
2019-07-02,94.8951
2019-07-03,94.7616
2019-07-04,94.454
2019-07-05,94.991
2019-07-08,94.6696
2019-07-09,95.3884
2019-07-10,96.3243
2019-07-11,98.4046
2019-07-12,97.5615
2019-07-15,97.1848
2019-07-16,97.6991
2019-07-17,97.6031
2019-07-18,97.0262
2019-07-19,97.261
2019-07-22,96.8417
2019-07-23,96.6204
2019-07-24,96.2026
2019-07-25,95.7185
2019-07-26,95.9052
2019-07-29,95.9519
2019-07-30,96.6692
2019-07-31,96.617
2019-08-01,96.8193
2019-08-02,96.7565
2019-08-05,98.038
2019-08-06,98.0105
2019-08-07,97.2903
2019-08-08,97.339
2019-08-09,96.8369
2019-08-12,96.2214
2019-08-13,97.1634
2019-08-14,96.9325
2019-08-15,96.4007
2019-08-16,96.795
2019-08-19,96.6432
2019-08-20,96.3048
2019-08-21,95.4855
2019-08-22,95.5086
2019-08-23,95.6798
2019-08-26,96.1271
2019-08-27,95.7313
2019-08-28,95.0458
2019-08-29,94.5446
2019-08-30,94.795
2019-09-02,94.974
2019-09-03,95.009
2019-09-04,95.04
2019-09-05,95.6
2019-09-06,95.2534
2019-09-09,95.0366
2019-09-10,94.7745
2019-09-11,95.1494
2019-09-12,94.8425
2019-09-13,93.6759
2019-09-16,94.1256
2019-09-17,94.3664
2019-09-18,93.726
2019-09-19,93.5711
2019-09-20,93.2982
2019-09-23,93.5546
2019-09-24,93.6295
2019-09-25,93.9696
2019-09-26,94.4952
2019-09-27,93.0991
2019-09-30,93.8049
2019-10-01,94.0819
2019-10-02,94.8709
2019-10-03,95.2812
2019-10-04,94.1197
2019-10-07,93.2619
2019-10-08,93.42
2019-10-09,93.8862
2019-10-10,93.4429
2019-10-11,92.6436
2019-10-14,92.3079
2019-10-15,92.0265
2019-10-16,92.038
2019-10-17,92.8703
2019-10-18,93.4655
2019-10-21,93.2308
2019-10-22,94.0262
2019-10-23,94.4397
2019-10-24,95.7284
2019-10-25,95.7098
2019-10-28,95.8795
2019-10-29,95.9166
2019-10-30,95.8816
2019-10-31,96.2987
2019-11-01,96.7668
2019-11-04,95.6954
2019-11-05,95.69
2019-11-06,96.3502
2019-11-07,96.067
2019-11-08,95.3973
2019-11-11,95.2098
2019-11-12,95.2453
2019-11-13,96.2795
2019-11-14,96.5193
2019-11-15,96.0936
2019-11-18,95.4433
2019-11-19,94.4589
2019-11-20,93.941
2019-11-21,92.7538
2019-11-22,93.3538
2019-11-25,93.6885
2019-11-26,93.1418
2019-11-27,92.981
2019-11-28,93.6951
2019-11-29,95.2736
2019-12-02,94.9323
2019-12-03,96.2438
2019-12-04,96.11
2019-12-05,95.9365
2019-12-06,96.004
2019-12-09,94.9787
2019-12-10,94.0641
2019-12-11,94.2867
2019-12-12,94.4146
2019-12-13,94.3721
2019-12-16,94.7907
2019-12-17,94.1836
2019-12-18,93.2793
2019-12-19,92.0222
2019-12-20,92.7827
2019-12-23,93.0007
2019-12-24,93.1691
2019-12-25,93.323
2019-12-26,93.8003
2019-12-27,93.7532
2019-12-30,94.7104
2019-12-31,95.2806
2020-01-01,95.6603
2020-01-02,95.4783
2020-01-03,95.3296
2020-01-06,95.8439
2020-01-07,96.3996
2020-01-08,97.3942
2020-01-09,98.1701
2020-01-10,98.9836
2020-01-13,99.3764
2020-01-14,99.2459
2020-01-15,98.5642
2020-01-16,97.6833
2020-01-17,96.8755
2020-01-20,97.967
2020-01-21,97.3596
2020-01-22,97.5549
2020-01-23,97.6617
2020-01-24,98.613
2020-01-27,98.7456
2020-01-28,99.2792
2020-01-29,99.9743
2020-01-30,99.7395
2020-01-31,99.1328
2020-02-03,99.8471
2020-02-04,99.4313
2020-02-05,100.0988
2020-02-06,100.5074
2020-02-07,101.0466
2020-02-10,101.7747
2020-02-11,102.4393
2020-02-12,102.4365
2020-02-13,104.0691
2020-02-14,104.2108
2020-02-17,104.3485
2020-02-18,105.1839
2020-02-19,104.8441
2020-02-20,105.4215
2020-02-21,105.1394
2020-02-24,106.3367
2020-02-25,105.9725
2020-02-26,107.0139
2020-02-27,105.4042
2020-02-28,106.9195
2020-03-02,107.1113
2020-03-03,107.9008
2020-03-04,106.3875
2020-03-05,106.6653
2020-03-06,107.536
2020-03-09,107.0359
2020-03-10,106.8777
2020-03-11,107.1687
2020-03-12,107.2714
2020-03-13,108.034
2020-03-16,106.9412
2020-03-17,106.6321
2020-03-18,106.6322
2020-03-19,107.3669
2020-03-20,107.7937
2020-03-23,108.1206
2020-03-24,109.0258
2020-03-25,108.7273
2020-03-26,109.2434
2020-03-27,108.9182
2020-03-30,109.1372
2020-03-31,109.818
2020-04-01,110.5601
2020-04-02,109.7468
2020-04-03,109.4606
2020-04-06,109.3569
2020-04-07,109.6601
2020-04-08,109.8102
2020-04-09,109.6222
2020-04-10,110.6574
2020-04-13,110.6547
2020-04-14,110.2533
2020-04-15,109.6233
2020-04-16,109.1198
2020-04-17,110.5448
2020-04-20,110.4651
2020-04-21,111.2884
2020-04-22,111.4714
2020-04-23,112.8721
2020-04-24,112.5266
2020-04-27,113.5242
2020-04-28,113.6204
2020-04-29,113.7174
2020-04-30,113.7544
2020-05-01,113.7205
2020-05-04,113.4893
2020-05-05,114.1964
2020-05-06,115.9919
2020-05-07,115.1122
2020-05-08,115.2522
2020-05-11,115.1572
2020-05-12,116.3632
2020-05-13,115.4291
2020-05-14,115.9827
2020-05-15,114.906
2020-05-18,114.4985
2020-05-19,114.5163
2020-05-20,113.8586
2020-05-21,113.6872
2020-05-22,114.3662
2020-05-25,114.9158
2020-05-26,114.8419
2020-05-27,114.9249
2020-05-28,115.2183
2020-05-29,115.5397
2020-06-01,116.2818
2020-06-02,117.37
2020-06-03,117.3364
2020-06-04,118.3565
2020-06-05,117.7322
2020-06-08,117.4523
2020-06-09,117.9666
2020-06-10,117.9674
2020-06-11,117.8676
2020-06-12,116.7029
2020-06-15,116.7257
2020-06-16,117.1874
2020-06-17,117.333
2020-06-18,117.5191
2020-06-19,118.2354
2020-06-22,117.8392
2020-06-23,119.7414
2020-06-24,120.0162
2020-06-25,120.047
2020-06-26,119.5837
2020-06-29,120.1353
2020-06-30,119.7491
2020-07-01,119.0703
2020-07-02,119.4004
2020-07-03,119.3271
2020-07-06,118.3698
2020-07-07,118.6484
2020-07-08,116.9321
2020-07-09,115.9522
2020-07-10,116.7925
2020-07-13,117.4184
2020-07-14,118.1927
2020-07-15,116.8457
2020-07-16,115.6482
2020-07-17,115.1871
2020-07-20,115.5024
2020-07-21,115.1506
2020-07-22,115.316
2020-07-23,117.2933
2020-07-24,119.7992
2020-07-27,120.0558
2020-07-28,119.5308
2020-07-29,119.2483
2020-07-30,118.8408
2020-07-31,119.3517
2020-08-03,118.8121
2020-08-04,117.8563
2020-08-05,118.2233
2020-08-06,117.8815
2020-08-07,117.585
2020-08-10,117.1773
2020-08-11,117.9028
2020-08-12,117.2278
2020-08-13,115.7041
2020-08-14,116.4725
2020-08-17,117.4375
2020-08-18,117.9249
2020-08-19,118.2624
2020-08-20,118.1304
2020-08-21,118.4154
2020-08-24,118.7993
2020-08-25,118.1558
2020-08-26,119.0798
2020-08-27,119.5062
2020-08-28,118.453
2020-08-31,118.4994
2020-09-01,118.4205
2020-09-02,117.4672
2020-09-03,116.6736
2020-09-04,118.2091
2020-09-07,118.1547
2020-09-08,117.5002
2020-09-09,114.9055
2020-09-10,116.6068
2020-09-11,113.1834
2020-09-14,113.6323
2020-09-15,113.4948
2020-09-16,113.8828
2020-09-17,113.686
2020-09-18,113.9127
2020-09-21,114.2913
2020-09-22,115.3219
2020-09-23,114.2485
2020-09-24,113.3611
2020-09-25,112.3757
2020-09-28,113.3051
2020-09-29,113.3455
2020-09-30,112.5922
2020-10-01,111.8188
2020-10-02,112.4995
2020-10-05,111.6098
2020-10-06,112.1168
2020-10-07,111.6744
2020-10-08,111.5721
2020-10-09,111.6991
2020-10-12,111.2308
2020-10-13,111.3332
2020-10-14,110.8333
2020-10-15,111.4879
2020-10-16,111.2945
2020-10-19,112.0176
2020-10-20,112.0421
2020-10-21,113.036
2020-10-22,112.2648
2020-10-23,112.9933
2020-10-26,113.226
2020-10-27,113.3802
2020-10-28,112.3706
2020-10-29,113.3666
2020-10-30,113.1863
2020-11-02,112.703
2020-11-03,112.6744
2020-11-04,112.8814
2020-11-05,111.927
2020-11-06,112.5092
2020-11-09,112.2982
2020-11-10,111.9622
2020-11-11,111.2049
2020-11-12,111.0598
2020-11-13,110.8176
2020-11-16,109.8347
2020-11-17,110.7736
2020-11-18,111.2389
2020-11-19,111.7819
2020-11-20,112.4946
2020-11-23,113.6519
2020-11-24,113.8853
2020-11-25,114.8659
2020-11-26,115.383
2020-11-27,113.8695
2020-11-30,113.9945
2020-12-01,113.8977
2020-12-02,113.4299
2020-12-03,114.3146
2020-12-04,113.909
2020-12-07,114.1997
2020-12-08,114.539
2020-12-09,113.2667
2020-12-10,113.3325
2020-12-11,113.049
2020-12-14,114.3475
2020-12-15,114.7535
2020-12-16,114.5158
2020-12-17,115.0547
2020-12-18,114.6407
2020-12-21,116.1412
2020-12-22,115.8756
2020-12-23,116.3611
2020-12-24,117.0855
2020-12-25,116.9953
2020-12-28,117.8458
2020-12-29,118.2901
2020-12-30,118.6211
2020-12-31,119.3198
2021-01-01,119.0081
2021-01-04,118.641
2021-01-05,117.742
2021-01-06,117.8551
2021-01-07,119.3448
2021-01-08,120.1114
2021-01-11,120.0482
2021-01-12,120.1436
2021-01-13,119.7652
2021-01-14,119.4127
2021-01-15,119.8743
2021-01-18,120.4605
2021-01-19,119.9495
2021-01-20,120.3163
2021-01-21,120.4961
2021-01-22,119.8622
2021-01-25,119.6741
2021-01-26,119.1622
2021-01-27,118.2876
2021-01-28,117.2499
2021-01-29,116.6763
2021-02-01,118.7029
2021-02-02,117.9622
2021-02-03,117.3441
2021-02-04,115.3044
2021-02-05,115.4681
2021-02-08,117.8348
2021-02-09,118.1676
2021-02-10,118.1348
2021-02-11,117.5433
2021-02-12,118.7603
2021-02-15,119.464
2021-02-16,120.0291
2021-02-17,121.4304
2021-02-18,120.9366
2021-02-19,120.5045
2021-02-22,121.1038
2021-02-23,120.4321
2021-02-24,120.7431
2021-02-25,119.7686
2021-02-26,117.9599
2021-03-01,118.5666
2021-03-02,119.6117
2021-03-03,118.7213
2021-03-04,118.5362
2021-03-05,118.424
2021-03-08,118.1874
2021-03-09,115.0644
2021-03-10,114.646
2021-03-11,114.9319
2021-03-12,115.4586
2021-03-15,115.0138
2021-03-16,116.0597
2021-03-17,115.9501
2021-03-18,116.8996
2021-03-19,116.9591
2021-03-22,116.7066
2021-03-23,115.7787
2021-03-24,114.9702
2021-03-25,114.3376
2021-03-26,115.1186
2021-03-29,112.2866
2021-03-30,112.741
2021-03-31,112.992
2021-04-01,112.5613
2021-04-02,113.3183
2021-04-05,112.0336
2021-04-06,111.4118
2021-04-07,113.0836
2021-04-08,113.2756
2021-04-09,113.3767
2021-04-12,112.3599
2021-04-13,112.322
2021-04-14,111.758
2021-04-15,112.5268
2021-04-16,111.9749
2021-04-19,111.7663
2021-04-20,111.8262
2021-04-21,111.6838
2021-04-22,111.4981
2021-04-23,111.5457
2021-04-26,111.9168
2021-04-27,111.2923
2021-04-28,112.0285
2021-04-29,112.6738
2021-04-30,110.9244
2021-05-03,111.3602
2021-05-04,111.4968
2021-05-05,111.8104
2021-05-06,112.133
2021-05-07,112.5128
2021-05-10,111.4252
2021-05-11,113.5603
2021-05-12,113.4333
2021-05-13,111.4175
2021-05-14,110.6996
2021-05-17,111.4842
2021-05-18,112.2629
2021-05-19,112.9607
2021-05-20,111.7631
2021-05-21,111.968
2021-05-24,113.1626
2021-05-25,113.5529
2021-05-26,113.4135
2021-05-27,112.6714
2021-05-28,113.6371
2021-05-31,113.5676
2021-06-01,113.7499
2021-06-02,114.2858
2021-06-03,114.4695
2021-06-04,114.017
2021-06-07,114.116
2021-06-08,113.7293
2021-06-09,112.9605
2021-06-10,113.205
2021-06-11,113.6781
2021-06-14,114.1814
2021-06-15,113.9307
2021-06-16,113.7315
2021-06-17,114.1516
2021-06-18,115.1337
